STALL TEST -- a high-tier attacking force vs a stream of tier-1 chumps
  castle HP      : 23000 both sides
  income         : $5000/s both sides (spawns are never money-limited)
  attacker teams : Black,Blue,Green,Orange,Purple,Red,White,Yellow
  blocker        : mirror
  tiers          : 5,6,7,8
  force sizes    : 1,3,5 (spawned 1.00s apart)
  escorts        : none,T4 (one every 1.00s while any high-tier unit lives)
  anchors        : none (defender spawns one every 5.00s alongside the chumps)
  chump periods  : 1,2,3,5,10,15,30 ticks  (30.00/s,15.00/s,10.00/s,6.00/s,3.00/s,2.00/s,1.00/s)
  attacker seat  : 1
  attacker castle: normal (chumps can win the game outright)
  horizon        : 36000 ticks (1200s); the real game ends at 600s

  8/1536 runs...  16/1536 runs...  24/1536 runs...  32/1536 runs...  40/1536 runs...  48/1536 runs...  56/1536 runs...  64/1536 runs...  72/1536 runs...  80/1536 runs...  88/1536 runs...  96/1536 runs...  104/1536 runs...  112/1536 runs...  120/1536 runs...  128/1536 runs...  136/1536 runs...  144/1536 runs...  152/1536 runs...  160/1536 runs...  168/1536 runs...  176/1536 runs...  184/1536 runs...  192/1536 runs...  200/1536 runs...  208/1536 runs...  216/1536 runs...  224/1536 runs...  232/1536 runs...  240/1536 runs...  248/1536 runs...  256/1536 runs...  264/1536 runs...  272/1536 runs...  280/1536 runs...  288/1536 runs...  296/1536 runs...  304/1536 runs...  312/1536 runs...  320/1536 runs...  328/1536 runs...  336/1536 runs...  344/1536 runs...  352/1536 runs...  360/1536 runs...  368/1536 runs...  376/1536 runs...  384/1536 runs...  392/1536 runs...  400/1536 runs...  408/1536 runs...  416/1536 runs...  424/1536 runs...  432/1536 runs...  440/1536 runs...  448/1536 runs...  456/1536 runs...  464/1536 runs...  472/1536 runs...  480/1536 runs...  488/1536 runs...  496/1536 runs...  504/1536 runs...  512/1536 runs...  520/1536 runs...  528/1536 runs...  536/1536 runs...  544/1536 runs...  552/1536 runs...  560/1536 runs...  568/1536 runs...  576/1536 runs...  584/1536 runs...  592/1536 runs...  600/1536 runs...  608/1536 runs...  616/1536 runs...  624/1536 runs...  632/1536 runs...  640/1536 runs...  648/1536 runs...  656/1536 runs...  664/1536 runs...  672/1536 runs...  680/1536 runs...  688/1536 runs...  696/1536 runs...  704/1536 runs...  712/1536 runs...  720/1536 runs...  728/1536 runs...  736/1536 runs...  744/1536 runs...  752/1536 runs...  760/1536 runs...  768/1536 runs...  776/1536 runs...  784/1536 runs...  792/1536 runs...  800/1536 runs...  808/1536 runs...  816/1536 runs...  824/1536 runs...  832/1536 runs...  840/1536 runs...  848/1536 runs...  856/1536 runs...  864/1536 runs...  872/1536 runs...  880/1536 runs...  888/1536 runs...  896/1536 runs...  904/1536 runs...  912/1536 runs...  920/1536 runs...  928/1536 runs...  936/1536 runs...  944/1536 runs...  952/1536 runs...  960/1536 runs...  968/1536 runs...  976/1536 runs...  984/1536 runs...  992/1536 runs...  1000/1536 runs...  1008/1536 runs...  1016/1536 runs...  1024/1536 runs...  1032/1536 runs...  1040/1536 runs...  1048/1536 runs...  1056/1536 runs...  1064/1536 runs...  1072/1536 runs...  1080/1536 runs...  1088/1536 runs...  1096/1536 runs...  1104/1536 runs...  1112/1536 runs...  1120/1536 runs...  1128/1536 runs...  1136/1536 runs...  1144/1536 runs...  1152/1536 runs...  1160/1536 runs...  1168/1536 runs...  1176/1536 runs...  1184/1536 runs...  1192/1536 runs...  1200/1536 runs...  1208/1536 runs...  1216/1536 runs...  1224/1536 runs...  1232/1536 runs...  1240/1536 runs...  1248/1536 runs...  1256/1536 runs...  1264/1536 runs...  1272/1536 runs...  1280/1536 runs...  1288/1536 runs...  1296/1536 runs...  1304/1536 runs...  1312/1536 runs...  1320/1536 runs...  1328/1536 runs...  1336/1536 runs...  1344/1536 runs...  1352/1536 runs...  1360/1536 runs...  1368/1536 runs...  1376/1536 runs...  1384/1536 runs...  1392/1536 runs...  1400/1536 runs...  1408/1536 runs...  1416/1536 runs...  1424/1536 runs...  1432/1536 runs...  1440/1536 runs...  1448/1536 runs...  1456/1536 runs...  1464/1536 runs...  1472/1536 runs...  1480/1536 runs...  1488/1536 runs...  1496/1536 runs...  1504/1536 runs...  1512/1536 runs...  1520/1536 runs...  1528/1536 runs...  1536/1536 runs...

################ FORCE: 1x high-tier, no escort | DEFENCE: chumps only ################

--- chumps every 1 ticks (30.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Orange   5  scott                16.2s     DEF WINS        inf       180       280   1.56x   83% defender_won            
Orange   6  zander               15.9s     DEF WINS        inf       888      1180   1.33x  100% defender_won            
Orange   7  tiger                15.6s       113.9s      98.3s      6729      4556   0.68x  100% castle_destroyed        
Orange   8  hwy                  17.8s       163.9s     146.1s     62244      6556   0.11x  100% castle_destroyed        
Purple   5  bit                  30.1s     DEF WINS        inf       548       107   0.20x   66% defender_won            
Purple   6  cube                 14.7s     DEF WINS        inf      1494       180   0.12x  100% defender_won            
Purple   7  monky                18.5s        86.2s      67.7s      7929       862   0.11x  100% castle_destroyed        
Purple   8  bigblobbo            28.4s     DEF WINS        inf     64230     10374   0.16x  100% defender_won            
Red      5  birdo                25.6s     DEF WINS        inf       361       160   0.44x  100% defender_won            
Red      6  the_puncher          16.0s     DEF WINS        inf      1661       529   0.32x  100% defender_won            
Red      7  caw                  11.3s        39.7s      28.4s      7603       397   0.05x  100% castle_destroyed        
Red      8  draggo               28.4s       573.4s     545.0s     64174      5734   0.09x  100% castle_destroyed        
White    5  alpacco              26.8s     DEF WINS        inf       657       672   1.02x  100% defender_won            
White    6  bread                22.2s     DEF WINS        inf      2346      2217   0.95x  100% defender_won            
White    7  eggo                  8.2s     DEF WINS        inf      9636      5715   0.59x  100% defender_won            
White    8  corn                 30.5s        56.7s      26.2s     70026      1701   0.02x  100% castle_destroyed        
Yellow   5  jig                  24.6s     DEF WINS        inf       384       234   0.61x  100% defender_won            
Yellow   6  bub                  26.7s     DEF WINS        inf      1598      1394   0.87x  100% defender_won            
Yellow   7  deus                 18.4s        45.2s      26.8s      4625       904   0.20x  100% castle_destroyed        
Yellow   8  lyon                 28.4s       573.7s     545.3s     49574     11474   0.23x  100% castle_destroyed        

--- chumps every 5 ticks (6.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            22.1s     DEF WINS        inf       617       200   0.32x  100% defender_won            
Black    6  weirdo               16.7s        30.1s      13.5s      1789       362   0.20x  100% castle_destroyed        
Black    7  gorillo              17.8s        24.0s       6.2s      4149       288   0.07x  100% castle_destroyed        
Black    8  evilguy              25.4s       116.7s      91.3s     45045      1400   0.03x  100% castle_destroyed        
Blue     5  squid                24.6s     DEF WINS        inf       715       399   0.56x  100% defender_won            
Blue     6  judge                22.1s        48.5s      26.3s      2255       873   0.39x  100% castle_destroyed        
Blue     7  octoboi              22.0s        27.6s       5.6s      4781       498   0.10x  100% castle_destroyed        
Blue     8  lightningbear        14.2s        14.2s       0.0s     58593       258   0.00x  100% castle_destroyed        
Green    5  gecko                26.6s        NEVER        inf       600       132   0.22x  100% force_destroyed_horizon 
Green    6  geico                23.5s        30.9s       7.5s      1287       186   0.14x  100% castle_destroyed        
Green    7  nom                   7.9s        13.1s       5.3s      2415        79   0.03x  100% castle_destroyed        
Green    8  trogdor              11.4s        12.4s       1.0s     53913        75   0.00x  100% castle_destroyed        
Orange   5  scott                16.2s     DEF WINS        inf       225       232   1.03x  100% defender_won            
Orange   6  zander               15.9s     DEF WINS        inf      1143      1128   0.99x  100% defender_won            
Orange   7  tiger                15.6s        53.0s      37.4s      5814      1272   0.22x  100% castle_destroyed        
Orange   8  hwy                  17.8s        48.5s      30.7s     60519      1168   0.02x  100% castle_destroyed        
Purple   5  bit                  30.1s     DEF WINS        inf       648        88   0.14x   98% defender_won            
Purple   6  cube                 14.7s     DEF WINS        inf      1769       170   0.10x  100% defender_won            
Purple   7  monky                18.5s     DEF WINS        inf     15854      2420   0.15x  100% defender_won            
Purple   8  bigblobbo            28.4s        35.3s       6.9s     39180       212   0.01x  100% castle_destroyed        
Red      5  birdo                25.6s     DEF WINS        inf       491       151   0.31x  100% defender_won            
Red      6  the_puncher          16.0s        26.4s      10.4s      1323       159   0.12x  100% castle_destroyed        
Red      7  caw                  11.3s        14.8s       3.6s      7278        89   0.01x  100% castle_destroyed        
Red      8  draggo               28.4s       135.3s     106.9s     58480       812   0.01x  100% castle_destroyed        
White    5  alpacco              26.8s     DEF WINS        inf       837       588   0.70x  100% defender_won            
White    6  bread                22.2s        43.1s      20.9s      1806       777   0.43x  100% castle_destroyed        
White    7  eggo                  8.2s        10.4s       2.2s      6396       189   0.03x  100% castle_destroyed        
White    8  corn                 30.5s       191.7s     161.2s     72456      3453   0.05x  100% castle_destroyed        
Yellow   5  jig                  24.6s     DEF WINS        inf       469       204   0.43x  100% defender_won            
Yellow   6  bub                  26.7s        71.1s      44.4s      1632       854   0.52x  100% castle_destroyed        
Yellow   7  deus                 18.4s        21.2s       2.8s      4217       256   0.06x  100% castle_destroyed        
Yellow   8  lyon                 28.4s        28.4s       0.0s     40309       342   0.01x  100% castle_destroyed        

--- chumps every 10 ticks (3.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            22.1s        34.8s      12.6s       917       174   0.19x  100% castle_destroyed        
Black    6  weirdo               16.7s        20.5s       3.9s      1539       124   0.08x  100% castle_destroyed        
Black    7  gorillo              17.8s        18.5s       0.6s      4024       112   0.03x  100% castle_destroyed        
Black    8  evilguy              25.4s        45.9s      20.5s     43270       276   0.01x  100% castle_destroyed        
Blue     5  squid                24.6s        37.9s      13.3s      1060       336   0.32x  100% castle_destroyed        
Blue     6  judge                22.1s        27.3s       5.2s      1772       246   0.14x  100% castle_destroyed        
Blue     7  octoboi              22.0s        23.7s       1.7s      4689       216   0.05x  100% castle_destroyed        
Blue     8  lightningbear        14.2s        14.2s       0.0s     58593       129   0.00x  100% castle_destroyed        
Green    5  gecko                26.6s        30.4s       3.8s       789        92   0.12x  100% castle_destroyed        
Green    6  geico                23.5s        25.1s       1.7s      1182        76   0.06x  100% castle_destroyed        
Green    7  nom                   7.9s         8.4s       0.5s      2310        26   0.01x  100% castle_destroyed        
Green    8  trogdor              11.4s        12.4s       1.0s     53913        38   0.00x  100% castle_destroyed        
Orange   5  scott                16.2s        NEVER        inf       285       160   0.56x  100% force_destroyed_horizon 
Orange   6  zander               15.9s        42.0s      26.1s      1083       508   0.47x  100% castle_destroyed        
Orange   7  tiger                15.6s        19.6s       4.0s      5319       236   0.04x  100% castle_destroyed        
Orange   8  hwy                  17.8s        18.9s       1.1s     60069       228   0.00x  100% castle_destroyed        
Purple   5  bit                  30.1s     DEF WINS        inf       923        78   0.08x  100% defender_won            
Purple   6  cube                 14.7s        43.1s      28.4s      2144       130   0.06x  100% castle_destroyed        
Purple   7  monky                18.5s        23.9s       5.3s      6354        72   0.01x  100% castle_destroyed        
Purple   8  bigblobbo            28.4s        89.6s      61.3s     40530       269   0.01x  100% castle_destroyed        
Red      5  birdo                25.6s        37.4s      11.7s       647       113   0.17x  100% castle_destroyed        
Red      6  the_puncher          16.0s        19.8s       3.9s      1232        60   0.05x  100% castle_destroyed        
Red      7  caw                  11.3s        11.3s       0.0s      7239        34   0.00x  100% castle_destroyed        
Red      8  draggo               28.4s        28.4s       0.0s     57089        86   0.00x  100% castle_destroyed        
White    5  alpacco              26.8s        46.1s      19.3s      1089       417   0.38x  100% castle_destroyed        
White    6  bread                22.2s        31.1s       8.9s      1590       282   0.18x  100% castle_destroyed        
White    7  eggo                  8.2s         9.7s       1.4s      6378        87   0.01x  100% castle_destroyed        
White    8  corn                 30.5s        56.7s      26.2s     70026       513   0.01x  100% castle_destroyed        
Yellow   5  jig                  24.6s        NEVER        inf       690       178   0.26x  100% force_destroyed_horizon 
Yellow   6  bub                  26.7s        40.5s      13.8s      1105       244   0.22x  100% castle_destroyed        
Yellow   7  deus                 18.4s        20.4s       2.0s      4200       124   0.03x  100% castle_destroyed        
Yellow   8  lyon                 28.4s        28.4s       0.0s     40309       172   0.00x  100% castle_destroyed        

--- chumps every 15 ticks (2.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            22.1s        26.0s       3.9s       867       106   0.12x  100% castle_destroyed        
Black    6  weirdo               16.7s        18.7s       2.1s      1489        76   0.05x  100% castle_destroyed        
Black    7  gorillo              17.8s        17.8s       0.0s      3999        72   0.02x  100% castle_destroyed        
Black    8  evilguy              25.4s        33.5s       8.1s     42970       134   0.00x  100% castle_destroyed        
Blue     5  squid                24.6s        29.2s       4.6s       876       177   0.20x  100% castle_destroyed        
Blue     6  judge                22.1s        24.1s       2.0s      1703       147   0.09x  100% castle_destroyed        
Blue     7  octoboi              22.0s        25.1s       3.0s      4735       153   0.03x  100% castle_destroyed        
Blue     8  lightningbear        14.2s        14.2s       0.0s     58593        87   0.00x  100% castle_destroyed        
Green    5  gecko                26.6s        27.6s       1.0s       726        56   0.08x  100% castle_destroyed        
Green    6  geico                23.5s        24.1s       0.7s      1161        49   0.04x  100% castle_destroyed        
Green    7  nom                   7.9s         8.3s       0.4s      2310        17   0.01x  100% castle_destroyed        
Green    8  trogdor              11.4s        11.4s       0.0s     53892        23   0.00x  100% castle_destroyed        
Orange   5  scott                16.2s        NEVER        inf       330       132   0.40x  100% force_destroyed_horizon 
Orange   6  zander               15.9s        28.6s      12.7s       873       232   0.27x  100% castle_destroyed        
Orange   7  tiger                15.6s        18.4s       2.8s      5304       148   0.03x  100% castle_destroyed        
Orange   8  hwy                  17.8s        49.6s      31.8s     60534       400   0.01x  100% castle_destroyed        
Purple   5  bit                  30.1s        39.1s       9.0s      1273        79   0.06x  100% castle_destroyed        
Purple   6  cube                 14.7s        20.8s       6.1s      1569        42   0.03x  100% castle_destroyed        
Purple   7  monky                18.5s        20.5s       2.0s      6279        42   0.01x  100% castle_destroyed        
Purple   8  bigblobbo            28.4s        52.6s      24.3s     39605       106   0.00x  100% castle_destroyed        
Red      5  birdo                25.6s        30.7s       5.1s       556        62   0.11x  100% castle_destroyed        
Red      6  the_puncher          16.0s        18.2s       2.2s      1219        37   0.03x  100% castle_destroyed        
Red      7  caw                  11.3s        11.3s       0.0s      7239        23   0.00x  100% castle_destroyed        
Red      8  draggo               28.4s        28.4s       0.0s     57089        57   0.00x  100% castle_destroyed        
White    5  alpacco              26.8s        35.5s       8.7s       891       213   0.24x  100% castle_destroyed        
White    6  bread                22.2s        26.9s       4.7s      1500       162   0.11x  100% castle_destroyed        
White    7  eggo                  8.2s         8.2s       0.0s      6360        51   0.01x  100% castle_destroyed        
White    8  corn                 30.5s        50.5s      20.0s     69918       303   0.00x   89% castle_destroyed        
Yellow   5  jig                  24.6s        30.2s       5.6s       707       122   0.17x  100% castle_destroyed        
Yellow   6  bub                  26.7s        33.2s       6.5s       986       134   0.14x  100% castle_destroyed        
Yellow   7  deus                 18.4s        19.0s       0.6s      4166        76   0.02x  100% castle_destroyed        
Yellow   8  lyon                 28.4s        28.4s       0.0s     40309       114   0.00x  100% castle_destroyed        

--- chumps every 30 ticks (1.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            22.1s        22.7s       0.5s       767        46   0.06x  100% castle_destroyed        
Black    6  weirdo               16.7s        17.5s       0.8s      1464        36   0.02x  100% castle_destroyed        
Black    7  gorillo              17.8s        17.8s       0.0s      3999        36   0.01x  100% castle_destroyed        
Black    8  evilguy              25.4s        26.1s       0.7s     42795        54   0.00x   92% castle_destroyed        
Blue     5  squid                24.6s        25.1s       0.6s       784        78   0.10x  100% castle_destroyed        
Blue     6  judge                22.1s        22.5s       0.4s      1657        69   0.04x  100% castle_destroyed        
Blue     7  octoboi              22.0s        22.4s       0.4s      4666        69   0.01x  100% castle_destroyed        
Blue     8  lightningbear        14.2s        14.2s       0.0s     58593        45   0.00x  100% castle_destroyed        
Green    5  gecko                26.6s        26.9s       0.3s       705        27   0.04x  100% castle_destroyed        
Green    6  geico                23.5s        23.6s       0.2s      1140        24   0.02x  100% castle_destroyed        
Green    7  nom                   7.9s         8.6s       0.7s      2310         9   0.00x  100% castle_destroyed        
Green    8  trogdor              11.4s        11.4s       0.0s     53892        12   0.00x  100% castle_destroyed        
Orange   5  scott                16.2s        22.5s       6.3s       420        92   0.22x  100% castle_destroyed        
Orange   6  zander               15.9s        21.8s       5.9s       768        88   0.11x  100% castle_destroyed        
Orange   7  tiger                15.6s        17.4s       1.8s      5289        72   0.01x  100% castle_destroyed        
Orange   8  hwy                  17.8s        18.9s       1.1s     60069        76   0.00x  100% castle_destroyed        
Purple   5  bit                  30.1s        32.5s       2.4s      1098        33   0.03x  100% castle_destroyed        
Purple   6  cube                 14.7s        17.5s       2.8s      1494        18   0.01x  100% castle_destroyed        
Purple   7  monky                18.5s        20.7s       2.2s      6279        21   0.00x  100% castle_destroyed        
Purple   8  bigblobbo            28.4s        38.5s      10.1s     39255        39   0.00x  100% castle_destroyed        
Red      5  birdo                25.6s        26.3s       0.6s       504        27   0.05x  100% castle_destroyed        
Red      6  the_puncher          16.0s        17.0s       1.0s      1193        17   0.01x  100% castle_destroyed        
Red      7  caw                  11.3s        11.3s       0.0s      7239        12   0.00x  100% castle_destroyed        
Red      8  draggo               28.4s        28.4s       0.0s     57089        29   0.00x  100% castle_destroyed        
White    5  alpacco              26.8s        27.9s       1.1s       747        84   0.11x  100% castle_destroyed        
White    6  bread                22.2s        23.9s       1.7s      1446        72   0.05x  100% castle_destroyed        
White    7  eggo                  8.2s         8.2s       0.0s      6360        27   0.00x  100% castle_destroyed        
White    8  corn                 30.5s        33.4s       2.8s     69612       102   0.00x   59% castle_destroyed        
Yellow   5  jig                  24.6s        25.1s       0.5s       622        52   0.08x  100% castle_destroyed        
Yellow   6  bub                  26.7s        27.4s       0.7s       884        56   0.06x  100% castle_destroyed        
Yellow   7  deus                 18.4s        18.4s       0.0s      4166        38   0.01x  100% castle_destroyed        
Yellow   8  lyon                 28.4s        28.4s       0.0s     40309        58   0.00x  100% castle_destroyed        

################ FORCE: 5x high-tier, + T4 escort every second | DEFENCE: chumps only ################

--- chumps every 1 ticks (30.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            20.6s     DEF WINS        inf       570       574   1.01x   60% defender_won            
Black    6  weirdo               14.6s     DEF WINS        inf      2165      1118   0.52x   60% defender_won            
Black    7  gorillo              17.5s     DEF WINS        inf      8140      5294   0.65x   45% defender_won            
Black    8  evilguy              25.4s     DEF WINS        inf     86975     40240   0.46x   32% defender_won            
Blue     5  squid                22.7s     DEF WINS        inf       586      1005   1.72x   65% defender_won            
Blue     6  judge                20.0s     DEF WINS        inf      2846      3777   1.33x   60% defender_won            
Blue     7  octoboi              21.9s     DEF WINS        inf     11196     16770   1.50x   49% defender_won            
Blue     8  lightningbear        14.2s     DEF WINS        inf    115020     70176   0.61x   54% defender_won            
Green    5  gecko                24.3s     DEF WINS        inf       461       330   0.72x   53% defender_won            
Green    6  geico                20.8s     DEF WINS        inf      1837      1099   0.60x   51% defender_won            
Green    7  nom                   7.9s     DEF WINS        inf      4396      1216   0.28x   51% defender_won            
Green    8  trogdor              11.4s        NEVER        inf    114285     35548   0.31x   51% force_destroyed_horizon 
Orange   5  scott                15.5s     DEF WINS        inf       230       832   3.62x   69% defender_won            
Orange   6  zander               15.1s     DEF WINS        inf      1000      2064   2.06x   68% defender_won            
Orange   7  tiger                15.6s     DEF WINS        inf      9595      9744   1.02x   36% defender_won            
Orange   8  hwy                  17.8s     DEF WINS        inf    104395     38000   0.36x   30% defender_won            
Purple   5  bit                  27.0s     DEF WINS        inf       680       262   0.39x   53% defender_won            
Purple   6  cube                 11.7s     DEF WINS        inf      2040       335   0.16x   65% defender_won            
Purple   7  monky                18.2s     DEF WINS        inf     11215      1932   0.17x   32% defender_won            
Purple   8  bigblobbo            28.4s     DEF WINS        inf     72250     10114   0.14x   23% defender_won            
Red      5  birdo                23.6s     DEF WINS        inf       411       359   0.87x   67% defender_won            
Red      6  the_puncher          13.2s     DEF WINS        inf      1958       778   0.40x   72% defender_won            
Red      7  caw                  11.1s     DEF WINS        inf     14314      5782   0.40x   64% defender_won            
Red      8  draggo               28.4s       >1200s        inf    110120     36000   0.33x   47% survived_horizon        
White    5  alpacco              24.9s     DEF WINS        inf       657      1215   1.85x   67% defender_won            
White    6  bread                19.4s     DEF WINS        inf      2284      2937   1.29x   64% defender_won            
White    7  eggo                  8.2s     DEF WINS        inf     11716      6876   0.59x   67% defender_won            
White    8  corn                 30.5s     DEF WINS        inf    133432     92160   0.69x   22% defender_won            
Yellow   5  jig                  22.1s     DEF WINS        inf       470       570   1.21x   59% defender_won            
Yellow   6  bub                  25.5s     DEF WINS        inf      1190      1778   1.49x   39% defender_won            
Yellow   7  deus                 18.0s     DEF WINS        inf      8411      7044   0.84x   39% defender_won            
Yellow   8  lyon                 28.4s     DEF WINS        inf     74877     30040   0.40x   28% defender_won            

--- chumps every 2 ticks (15.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            20.6s     DEF WINS        inf       645       364   0.56x   82% defender_won            
Black    6  weirdo               14.6s     DEF WINS        inf      2440       884   0.36x  100% defender_won            
Black    7  gorillo              17.5s        56.9s      39.4s      7340      1706   0.23x  100% castle_destroyed        
Black    8  evilguy              25.4s      1027.4s    1002.0s     95900     30822   0.32x  100% castle_destroyed        
Blue     5  squid                22.7s     DEF WINS        inf       655       636   0.97x   91% defender_won            
Blue     6  judge                20.0s     DEF WINS        inf      3582      3315   0.93x  100% defender_won            
Blue     7  octoboi              21.9s        50.5s      28.6s      8068      2274   0.28x  100% castle_destroyed        
Blue     8  lightningbear        14.2s        22.8s       8.6s     97609      1026   0.01x  100% castle_destroyed        
Green    5  gecko                24.3s     DEF WINS        inf       545       216   0.40x   95% defender_won            
Green    6  geico                20.8s     DEF WINS        inf      2320       887   0.38x  100% defender_won            
Green    7  nom                   7.9s        25.6s      17.8s      4081       385   0.09x  100% castle_destroyed        
Green    8  trogdor              11.4s        26.8s      15.4s     89967       402   0.00x  100% castle_destroyed        
Orange   5  scott                15.5s     DEF WINS        inf       260       500   1.92x   82% defender_won            
Orange   6  zander               15.1s     DEF WINS        inf      1105      1468   1.33x  100% defender_won            
Orange   7  tiger                15.6s     DEF WINS        inf     10960     10332   0.94x  100% defender_won            
Orange   8  hwy                  17.8s     DEF WINS        inf    108100     33788   0.31x   86% defender_won            
Purple   5  bit                  27.0s     DEF WINS        inf       755       175   0.23x   62% defender_won            
Purple   6  cube                 11.7s     DEF WINS        inf      2165       242   0.11x   83% defender_won            
Purple   7  monky                18.2s     DEF WINS        inf     13040      2057   0.16x   90% defender_won            
Purple   8  bigblobbo            28.4s       217.0s     188.6s     69225      3255   0.05x  100% castle_destroyed        
Red      5  birdo                23.6s     DEF WINS        inf       463       226   0.49x   87% defender_won            
Red      6  the_puncher          13.2s     DEF WINS        inf      2153       602   0.28x  100% defender_won            
Red      7  caw                  11.1s        45.0s      33.9s     12403       676   0.05x  100% castle_destroyed        
Red      8  draggo               28.4s       >1200s        inf    110120     18000   0.16x  100% survived_horizon        
White    5  alpacco              24.9s     DEF WINS        inf       747       849   1.14x   95% defender_won            
White    6  bread                19.4s     DEF WINS        inf      2698      2478   0.92x  100% defender_won            
White    7  eggo                  8.2s        33.6s      25.4s     10942      1515   0.14x  100% castle_destroyed        
White    8  corn                 30.5s       >1200s        inf    136600     54000   0.40x  100% survived_horizon        
Yellow   5  jig                  22.1s     DEF WINS        inf       521       362   0.69x   90% defender_won            
Yellow   6  bub                  25.5s     DEF WINS        inf      1700      1772   1.04x  100% defender_won            
Yellow   7  deus                 18.0s       110.0s      92.0s      8292      3302   0.40x  100% castle_destroyed        
Yellow   8  lyon                 28.4s       >1200s        inf     86760     36000   0.41x  100% survived_horizon        

--- chumps every 3 ticks (10.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            20.6s     DEF WINS        inf       695       284   0.41x  100% defender_won            
Black    6  weirdo               14.6s     DEF WINS        inf      2690       790   0.29x  100% defender_won            
Black    7  gorillo              17.5s        32.2s      14.7s      6740       644   0.10x  100% castle_destroyed        
Black    8  evilguy              25.4s       355.4s     330.0s     79100      7108   0.09x  100% castle_destroyed        
Blue     5  squid                22.7s     DEF WINS        inf       724       516   0.71x  100% defender_won            
Blue     6  judge                20.0s        61.5s      41.5s      3306      1845   0.56x  100% castle_destroyed        
Blue     7  octoboi              21.9s        36.0s      14.1s      7723      1080   0.14x  100% castle_destroyed        
Blue     8  lightningbear        14.2s        16.2s       2.0s     97471       486   0.00x  100% castle_destroyed        
Green    5  gecko                24.3s     DEF WINS        inf       629       181   0.29x  100% defender_won            
Green    6  geico                20.8s        39.3s      18.5s      1900       393   0.21x  100% castle_destroyed        
Green    7  nom                   7.9s        15.7s       7.8s      3871       157   0.04x  100% castle_destroyed        
Green    8  trogdor              11.4s        14.4s       3.0s     89715       144   0.00x  100% castle_destroyed        
Orange   5  scott                15.5s     DEF WINS        inf       275       364   1.32x   91% defender_won            
Orange   6  zander               15.1s     DEF WINS        inf      1225      1320   1.08x  100% defender_won            
Orange   7  tiger                15.6s        91.6s      76.0s      9745      3664   0.38x  100% castle_destroyed        
Orange   8  hwy                  17.8s       123.9s     106.1s    101500      4956   0.05x  100% castle_destroyed        
Purple   5  bit                  27.0s     DEF WINS        inf       805       133   0.17x   73% defender_won            
Purple   6  cube                 11.7s     DEF WINS        inf      2290       215   0.09x  100% defender_won            
Purple   7  monky                18.2s        71.0s      52.8s     11365       710   0.06x  100% castle_destroyed        
Purple   8  bigblobbo            28.4s        84.8s      56.4s     65925       848   0.01x  100% castle_destroyed        
Red      5  birdo                23.6s     DEF WINS        inf       515       200   0.39x  100% defender_won            
Red      6  the_puncher          13.2s        37.0s      23.7s      2101       370   0.18x  100% castle_destroyed        
Red      7  caw                  11.1s        23.0s      11.8s     12104       230   0.02x  100% castle_destroyed        
Red      8  draggo               28.4s       500.7s     472.3s    101033      5007   0.05x  100% castle_destroyed        
White    5  alpacco              24.9s     DEF WINS        inf       855       741   0.87x  100% defender_won            
White    6  bread                19.4s        63.6s      44.2s      2842      1908   0.67x  100% castle_destroyed        
White    7  eggo                  8.2s        18.1s       9.9s     10672       543   0.05x  100% castle_destroyed        
White    8  corn                 30.5s        56.7s      26.2s    116026      1701   0.01x  100% castle_destroyed        
Yellow   5  jig                  22.1s     DEF WINS        inf       555       288   0.52x  100% defender_won            
Yellow   6  bub                  25.5s     DEF WINS        inf      1904      1434   0.75x  100% defender_won            
Yellow   7  deus                 18.0s        27.8s       9.8s      6881       556   0.08x  100% castle_destroyed        
Yellow   8  lyon                 28.4s       501.0s     472.6s     74877     10020   0.13x  100% castle_destroyed        

--- chumps every 5 ticks (6.00/s) ---
team     T  attacker        no defence  with chumps      delay  atk cost  def cost   ratio  reach outcome                 
Black    5  evilbirdo            20.6s     DEF WINS        inf       845       244   0.29x  100% defender_won            
Black    6  weirdo               14.6s        21.9s       7.4s      2240       264   0.12x  100% castle_destroyed        
Black    7  gorillo              17.5s        20.1s       2.6s      6440       242   0.04x  100% castle_destroyed        
Black    8  evilguy              25.4s       113.3s      87.9s     73050      1360   0.02x  100% castle_destroyed        
Blue     5  squid                22.7s     DEF WINS        inf       885       441   0.50x  100% defender_won            
