tick,hp,maxhp,money,inv,own,enemy,enemy_dps,enemy_swings,enemy_value,choice,t1,t2,t3,t4,t5,t6,t7,t8,wipe_veto,w_radius,w_reach,w_valrad,w_valreach,w_spread,p2money,p2inv,p1income,p2income,p1spent,p2spent,own_lost,foe_lost,own_val,foe_val,p1def,p2def,p1off,p2off,o1,o2,o3,o4,o5,o6,o7,o8,p2hp,p2maxhp,ownpos,foepos
6471,53000,56000,18671,7,5,14,17703,47.6,10462,wait,2,0,0,7,0,0,5,0,out-of-radius,0,0,0,0,0,36336,7,750,750,24699,5904,80084,61157,90414,71619,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,5,0,32500,34000,457,1549
6474,53000,56000,18671,7,5,15,17778,52.6,10480,wait,2,0,0,8,0,0,5,0,out-of-radius,0,0,0,0,0,36318,7,750,750,24699,5922,80084,61157,90414,71637,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,5,0,32500,34000,457,1539
6477,53000,56000,18671,7,5,16,17853,57.6,10498,wait,2,0,0,9,0,0,5,0,out-of-radius,0,0,0,0,0,36300,7,750,750,24699,5940,80084,61157,90414,71655,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,5,0,32500,34000,457,1529
6480,53000,56000,19421,7,5,16,17853,57.6,10498,wait,2,0,0,9,0,0,5,0,out-of-radius,0,0,0,0,0,37050,7,750,750,24699,5940,80084,61157,90414,71655,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,5,0,32500,34000,457,1495
6483,53000,56000,19418,7,6,17,17928,62.6,10516,critical,2,0,0,10,0,0,5,0,out-of-radius,0,0,0,0,0,37032,7,750,750,24702,5958,80084,61157,90417,71673,reinforcements_3,reinforcements_3,nuke_2,nuke_2,1,0,0,0,0,0,5,0,32500,34000,392,1486
6486,53000,56000,19415,7,7,17,17928,62.6,10516,critical,2,0,0,10,0,0,5,0,out-of-radius,0,0,0,0,0,37032,7,750,750,24705,5958,80084,61157,90417,71673,reinforcements_3,reinforcements_3,nuke_2,nuke_2,2,0,0,0,0,0,5,0,32500,34000,346,1452
6489,53000,56000,19415,7,7,18,18003,67.6,10534,critical,2,0,0,11,0,0,5,0,out-of-radius,0,0,0,0,0,37014,7,750,750,24705,5976,80084,61157,90420,71691,reinforcements_3,reinforcements_3,nuke_2,nuke_2,2,0,0,0,0,0,5,0,32500,34000,352,1442
6492,51500,56000,19415,7,4,10,375,25.0,10420,watch,0,0,0,5,0,0,5,0,out-of-radius,0,0,0,0,0,36996,7,750,750,24705,5994,86282,61289,90420,71709,reinforcements_3,reinforcements_3,nuke_2,nuke_2,2,0,0,0,0,0,2,0,31000,34000,208,1519
6495,51500,56000,19415,7,4,10,375,25.0,10420,watch,0,0,0,5,0,0,5,0,out-of-radius,0,0,0,0,0,36996,7,750,750,24705,5994,86282,61289,90420,71709,reinforcements_3,reinforcements_3,nuke_2,nuke_2,2,0,0,0,0,0,2,0,31000,34000,219,1499
6498,51500,56000,19415,7,4,11,450,30.0,10438,watch,0,0,0,6,0,0,5,0,out-of-radius,0,0,0,0,0,36978,7,750,750,24705,6012,86282,61289,90420,71727,reinforcements_3,reinforcements_3,nuke_2,nuke_2,2,0,0,0,0,0,2,0,31000,34000,229,1515
6501,51500,56000,19415,7,4,11,450,30.0,10438,watch,0,0,0,6,0,0,5,0,out-of-radius,0,0,0,0,0,36978,7,750,750,24705,6012,86282,61289,90420,71727,reinforcements_3,reinforcements_3,nuke_2,nuke_2,2,0,0,0,0,0,2,0,31000,34000,250,1494
6504,51500,56000,19415,7,4,12,525,35.0,10456,watch,0,0,0,7,0,0,5,0,out-of-radius,0,0,0,0,0,36960,7,750,750,24705,6030,86282,61289,90420,71745,reinforcements_3,reinforcements_3,nuke_2,nuke_2,2,0,0,0,0,0,2,0,31000,34000,275,1505
6507,51500,56000,19415,7,4,13,600,40.0,10474,watch,0,0,0,8,0,0,5,0,out-of-radius,0,0,0,0,0,36942,7,750,750,24705,6048,86282,61289,90420,71763,reinforcements_3,reinforcements_3,nuke_2,nuke_2,2,0,0,0,0,0,2,0,31000,34000,301,1514
6510,51500,56000,20165,7,4,13,600,40.0,10474,watch,0,0,0,8,0,0,5,0,out-of-radius,0,0,0,0,0,37692,7,750,750,24705,6048,86282,61289,90420,71763,reinforcements_3,reinforcements_3,nuke_2,nuke_2,2,0,0,0,0,0,2,0,31000,34000,326,1490
6513,51500,56000,20165,7,4,14,675,45.0,10492,watch,0,0,0,9,0,0,5,0,out-of-radius,0,0,0,0,0,37674,7,750,750,24705,6066,86282,61289,90420,71781,reinforcements_3,reinforcements_3,nuke_2,nuke_2,2,0,0,0,0,0,2,0,31000,34000,352,1495
6516,51500,56000,20165,7,4,14,675,45.0,10492,watch,0,0,0,9,0,0,5,0,out-of-radius,0,0,0,0,0,37674,7,750,750,24705,6066,86282,61289,90420,71781,reinforcements_3,reinforcements_3,nuke_2,nuke_2,2,0,0,0,0,0,2,0,31000,34000,377,1470
6519,51500,56000,20165,7,4,15,750,50.0,10510,watch,0,0,0,10,0,0,5,0,out-of-radius,0,0,0,0,0,37656,7,750,750,24705,6084,86282,61289,90420,71799,reinforcements_3,reinforcements_3,nuke_2,nuke_2,2,0,0,0,0,0,2,0,31000,34000,403,1472
6522,51500,56000,20165,7,4,16,17975,58.3,10528,outmatched,0,0,0,11,0,0,5,0,out-of-radius,0,0,0,0,0,37638,7,750,750,24705,6102,86282,61289,90420,71817,reinforcements_3,reinforcements_3,nuke_2,nuke_2,2,0,0,0,0,0,2,0,31000,34000,428,1465
6525,51500,56000,20165,7,4,16,17975,58.3,10528,outmatched,0,0,0,11,0,0,5,0,out-of-radius,0,0,0,0,0,37638,7,750,750,24705,6102,86282,61289,90420,71817,reinforcements_3,reinforcements_3,nuke_2,nuke_2,2,0,0,0,0,0,2,0,31000,34000,454,1428
6528,51500,56000,20162,7,5,17,18050,63.3,10546,critical,0,0,0,12,0,0,5,0,out-of-radius,0,0,0,0,0,37620,7,750,750,24708,6120,86282,61289,90423,71835,reinforcements_3,reinforcements_3,nuke_2,nuke_2,3,0,0,0,0,0,2,0,31000,34000,396,1421
6531,51500,56000,20159,7,6,17,18050,63.3,10546,critical,0,0,0,12,0,0,5,0,out-of-radius,0,0,0,0,0,37620,7,750,750,24711,6120,86282,61289,90423,71835,reinforcements_3,reinforcements_3,nuke_2,nuke_2,4,0,0,0,0,0,2,0,31000,34000,359,1384
6534,51500,56000,20159,7,6,18,18125,68.3,10564,critical,0,0,0,13,0,0,5,0,out-of-radius,0,0,0,0,0,37602,7,750,750,24711,6138,86282,61289,90426,71853,reinforcements_3,reinforcements_3,nuke_2,nuke_2,4,0,0,0,0,0,2,0,31000,34000,383,1376
6537,51500,56000,20156,7,7,19,18200,73.3,10582,critical,0,0,0,14,0,0,5,0,out-of-radius,0,0,0,0,0,37584,7,750,750,24714,6156,86282,61289,90429,71871,reinforcements_3,reinforcements_3,nuke_2,nuke_2,5,0,0,0,0,0,2,0,31000,34000,357,1369
6540,51500,56000,20906,7,7,19,18200,73.3,10582,critical,0,0,0,14,0,0,5,0,out-of-radius,0,0,0,0,0,38334,7,750,750,24714,6156,86282,61289,90429,71871,reinforcements_3,reinforcements_3,nuke_2,nuke_2,5,0,0,0,0,0,2,0,31000,34000,381,1332
6543,51500,56000,20903,7,8,20,18275,78.3,10600,critical,0,0,0,15,0,0,5,0,out-of-radius,0,0,0,0,0,38316,7,750,750,24717,6174,86282,61289,90432,71889,reinforcements_3,reinforcements_3,nuke_2,nuke_2,6,0,0,0,0,0,2,0,31000,34000,362,1324
6546,51500,56000,20900,7,9,20,18275,78.3,10600,critical,0,0,0,15,0,0,5,0,out-of-radius,0,0,0,0,0,38316,7,750,750,24720,6174,86282,61289,90432,71889,reinforcements_3,reinforcements_3,nuke_2,nuke_2,7,0,0,0,0,0,2,0,31000,34000,348,1288
6549,51500,56000,20900,7,8,18,11415,77.0,6468,critical,0,0,0,15,0,0,3,0,out-of-radius,0,0,0,0,0,38298,7,750,750,24720,6192,88348,65439,90435,71907,reinforcements_3,reinforcements_3,nuke_2,nuke_2,7,0,0,0,0,0,1,0,31000,34000,310,1345
6552,51500,56000,20900,7,8,19,11490,82.0,6486,outmatched,0,0,0,16,0,0,3,0,out-of-radius,0,0,0,0,0,38280,7,750,750,24720,6210,88348,65439,90435,71925,reinforcements_3,reinforcements_3,nuke_2,nuke_2,7,0,0,0,0,0,1,0,31000,34000,332,1338
6555,51500,56000,20900,7,7,17,7985,76.3,4402,outmatched,0,0,0,15,0,0,2,0,out-of-radius,0,0,0,0,0,38280,7,750,750,24720,6210,88348,65439,90435,71925,reinforcements_3,reinforcements_3,nuke_2,nuke_2,7,0,0,0,0,0,0,0,31000,34000,288,1351
6558,51500,56000,20900,7,7,18,8060,81.3,4420,outmatched,0,0,0,16,0,0,2,0,out-of-radius,0,0,0,0,0,38262,7,750,750,24720,6228,90414,67523,90435,71943,reinforcements_3,reinforcements_3,nuke_2,nuke_2,7,0,0,0,0,0,0,0,31000,34000,309,1344
6561,51500,56000,20900,7,7,18,8060,81.3,4420,outmatched,0,0,0,16,0,0,2,0,out-of-radius,0,0,0,0,0,38262,7,750,750,24720,6228,90414,67523,90435,71943,reinforcements_3,reinforcements_3,nuke_2,nuke_2,7,0,0,0,0,0,0,0,31000,34000,330,1306
6564,51500,56000,20900,7,7,19,8135,86.3,4438,outmatched,0,0,0,17,0,0,2,0,out-of-radius,0,0,0,0,0,38244,7,750,750,24720,6246,90414,67523,90435,71961,reinforcements_3,reinforcements_3,nuke_2,nuke_2,7,0,0,0,0,0,0,0,31000,34000,351,1299
6567,51500,56000,20900,7,7,20,8210,91.3,4456,outmatched,0,0,0,18,0,0,2,0,out-of-radius,0,0,0,0,0,38226,7,750,750,24720,6264,90414,67523,90435,71979,reinforcements_3,reinforcements_3,nuke_2,nuke_2,7,0,0,0,0,0,0,0,31000,34000,372,1292
6570,51500,56000,21650,7,7,20,8210,91.3,4456,outmatched,0,0,0,18,0,0,2,0,out-of-radius,0,0,0,0,0,38976,7,750,750,24720,6264,90414,67523,90435,71979,reinforcements_3,reinforcements_3,nuke_2,nuke_2,7,0,0,0,0,0,0,0,31000,34000,393,1254
6573,51500,56000,21650,7,6,21,8285,96.3,4474,outmatched,0,0,0,19,0,0,2,0,out-of-radius,0,0,0,0,0,38958,7,750,750,24720,6282,90417,67523,90435,71997,reinforcements_3,reinforcements_3,nuke_2,nuke_2,6,0,0,0,0,0,0,0,31000,34000,367,1248
6576,51500,56000,21650,7,6,21,8285,96.3,4474,outmatched,0,0,0,19,0,0,2,0,out-of-radius,0,0,0,0,0,38958,7,750,750,24720,6282,90417,67523,90435,71997,reinforcements_3,reinforcements_3,nuke_2,nuke_2,6,0,0,0,0,0,0,0,31000,34000,386,1211
6579,51500,56000,21650,7,5,22,8360,101.3,4492,outmatched,0,0,0,20,0,0,2,0,out-of-radius,0,0,0,0,0,38940,7,750,750,24720,6300,90417,67523,90435,72015,reinforcements_3,reinforcements_3,nuke_2,nuke_2,5,0,0,0,0,0,0,0,31000,34000,351,1207
6582,51500,56000,21650,7,5,23,8435,106.3,4510,outmatched,0,0,0,21,0,0,2,0,lost-scoring,2,2,36,36,7,38922,7,750,750,24720,6318,90420,67523,90435,72033,reinforcements_3,reinforcements_3,nuke_2,nuke_2,5,0,0,0,0,0,0,0,31000,34000,372,1200
6585,51500,56000,21650,7,5,23,8435,106.3,4510,outmatched,0,0,0,21,0,0,2,0,lost-scoring,2,2,36,36,7,38922,7,750,750,24720,6318,90420,67523,90435,72033,reinforcements_3,reinforcements_3,nuke_2,nuke_2,5,0,0,0,0,0,0,0,31000,34000,393,1162
6588,51500,56000,18609,7,6,24,8510,111.3,4528,wipe,0,0,0,22,0,0,2,0,-,4,4,2120,2120,55,37929,7,750,750,26786,6336,90420,67523,92501,72051,reinforcements_3,reinforcements_3,nuke_2,nuke_2,5,0,0,0,0,0,1,0,31000,34000,347,1156
6591,51500,56000,18609,7,6,24,8510,111.3,4528,outmatched,0,0,0,22,0,0,2,0,cooldown,5,4,2138,2120,112,37929,7,750,750,26786,6336,90420,67523,92501,72051,reinforcements_3,reinforcements_3,nuke_2,nuke_2,5,0,0,0,0,0,1,0,31000,34000,369,1118
6594,51500,56000,18609,7,5,25,8585,116.3,4546,outmatched,0,0,0,23,0,0,2,0,cooldown,5,4,2138,2120,112,37911,7,750,750,26786,6354,90423,67523,92501,72069,reinforcements_3,reinforcements_3,nuke_2,nuke_2,4,0,0,0,0,0,1,0,31000,34000,365,1112
6597,51500,56000,18609,7,4,26,8660,121.3,4564,outmatched,0,0,0,24,0,0,2,0,cooldown,7,5,4222,2138,152,37893,7,750,750,26786,6372,90426,67523,92501,72087,reinforcements_3,reinforcements_3,nuke_2,nuke_2,3,0,0,0,0,0,1,0,31000,34000,355,1107
6600,51500,56000,19359,7,3,26,8660,121.3,4564,outmatched,0,0,0,24,0,0,2,0,cooldown,7,5,4222,2138,152,38643,7,750,750,26786,6372,90429,67523,92501,72087,reinforcements_3,reinforcements_3,nuke_2,nuke_2,2,0,0,0,0,0,1,0,31000,34000,340,1071
6603,51500,56000,19359,7,2,27,8735,126.3,4582,outmatched,0,0,0,25,0,0,2,0,cooldown,8,6,4240,2156,158,38625,7,750,750,26786,6390,90432,67523,92501,72105,reinforcements_3,reinforcements_3,nuke_2,nuke_2,1,0,0,0,0,0,1,0,31000,34000,304,1067
6606,51500,56000,19359,7,1,27,8735,126.3,4582,outmatched,0,0,0,25,0,0,2,0,cooldown,9,7,4258,4222,184,38625,7,750,750,26786,6390,90435,67523,92501,72105,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,1,0,31000,34000,190,1033
6609,51500,56000,19359,7,1,28,8810,131.3,4600,outmatched,0,0,0,26,0,0,2,0,cooldown,9,7,4258,4222,184,38607,7,750,750,26786,6408,90435,67523,92501,72123,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,1,0,31000,34000,220,1026
6612,51500,56000,19359,7,1,29,8885,136.3,4618,outmatched,0,0,0,27,0,0,2,0,cooldown,10,6,4276,2156,249,38589,7,750,750,26786,6426,90435,67523,92501,72141,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,1,0,31000,34000,250,1018
6615,51500,56000,19359,7,1,29,8885,136.3,4618,outmatched,0,0,0,27,0,0,2,0,cooldown,10,6,4276,2156,249,38589,7,750,750,26786,6426,90435,67523,92501,72141,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,1,0,31000,34000,277,980
6618,51500,56000,17293,7,2,26,8660,121.3,4564,wipe,0,0,0,24,0,0,2,0,-,7,4,4222,4168,276,38571,7,750,750,28852,6444,90435,67595,94567,72159,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,2,0,31000,34000,154,1073
6621,51500,56000,17293,7,2,26,8660,121.3,4564,outmatched,0,0,0,24,0,0,2,0,cooldown,8,5,4240,4186,286,38571,7,750,750,28852,6444,90435,67595,94567,72159,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,2,0,31000,34000,168,1037
6624,51500,56000,17293,7,2,27,8735,126.3,4582,outmatched,0,0,0,25,0,0,2,0,cooldown,8,5,4240,4186,286,38553,7,750,750,28852,6462,90435,67595,94567,72177,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,2,0,31000,34000,184,1034
6627,51500,56000,17293,7,1,28,8810,131.3,4600,outmatched,0,0,0,26,0,0,2,0,cooldown,9,6,4258,4204,286,38535,7,750,750,28852,6480,92501,67595,94567,72195,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,1,0,31000,34000,110,1031
6630,51500,56000,18043,7,1,28,8810,131.3,4600,outmatched,0,0,0,26,0,0,2,0,cooldown,9,6,4258,4204,286,39285,7,750,750,28852,6480,92501,67595,94567,72195,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,1,0,31000,34000,140,992
6633,51500,56000,18043,7,1,29,8885,136.3,4618,outmatched,0,0,0,27,0,0,2,0,cooldown,10,6,4276,4204,343,39267,7,750,750,28852,6498,92501,67595,94567,72213,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,1,0,31000,34000,170,986
6636,51500,56000,19543,7,1,27,8735,126.3,4582,outmatched,0,0,0,25,0,0,2,0,cooldown,9,4,4258,4168,382,40767,7,750,750,28852,6498,92501,67595,94567,72213,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,1,0,31000,34000,183,999
6639,51500,56000,19543,7,1,27,8735,126.3,4582,outmatched,0,0,0,25,0,0,2,0,cooldown,9,4,4258,4168,382,767,8,750,2500,28852,6498,92501,67631,94567,72213,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,1,0,31000,34000,183,964
6642,51500,56000,19543,7,1,28,8810,131.3,4600,outmatched,0,0,0,26,0,0,2,0,cooldown,10,5,4276,4186,382,749,8,750,2500,28852,6516,92501,67631,94567,72231,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,1,0,31000,34000,183,964
6645,51500,56000,19543,7,1,28,8810,131.3,4600,outmatched,0,0,0,26,0,0,2,0,cooldown,10,5,4276,4186,382,749,8,750,2500,28852,6516,92501,67631,94567,72231,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,1,0,31000,34000,183,931
6648,51500,56000,17477,7,2,29,8885,136.3,4618,wipe,0,0,0,27,0,0,2,0,-,11,6,4294,4204,382,731,8,750,2500,30918,6534,92501,67631,96633,72249,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,2,0,31000,34000,102,932
6651,51500,56000,17477,7,1,29,8885,136.3,4618,outmatched,0,0,0,27,0,0,2,0,cooldown,12,7,4312,4222,382,731,8,750,2500,30918,6534,92501,67631,96633,72249,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,1,0,31000,34000,50,900
6654,51500,56000,17477,7,1,30,8960,141.3,4636,outmatched,0,0,0,28,0,0,2,0,cooldown,12,7,4312,4222,382,713,8,750,2500,30918,6552,94567,67631,96633,72267,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,1,0,31000,34000,80,895
6657,51500,56000,17477,7,1,31,9035,146.3,4654,outmatched,0,0,0,29,0,0,2,0,cooldown,13,7,4330,4222,447,695,8,750,2500,30918,6570,94567,67631,96633,72285,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,1,0,31000,34000,110,890
6660,51500,56000,18227,7,1,27,8735,126.3,4582,outmatched,0,0,0,25,0,0,2,0,cooldown,13,7,4330,4222,447,3195,8,750,2500,30918,6570,94567,67703,96633,72285,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,1,0,31000,34000,113,954
6663,51500,56000,18227,7,1,28,8810,131.3,4600,outmatched,0,0,0,26,0,0,2,0,cooldown,10,4,4276,4168,455,3177,8,750,2500,30918,6588,94567,67703,96633,72303,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,1,0,31000,34000,113,953
6666,51500,56000,18227,7,1,28,8810,131.3,4600,outmatched,0,0,0,26,0,0,2,0,cooldown,11,5,4294,4186,455,3177,8,750,2500,30918,6588,94567,67703,96633,72303,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,1,0,31000,34000,113,919
6669,51500,56000,18227,7,1,29,8885,136.3,4618,outmatched,0,0,0,27,0,0,2,0,cooldown,11,5,4294,4186,455,3159,8,750,2500,30918,6606,94567,67703,96633,72321,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,1,0,31000,34000,113,919
6672,51500,56000,18227,7,0,30,8960,141.3,4636,outmatched,0,0,0,28,0,0,2,0,cooldown,12,6,4312,4204,455,3141,8,750,2500,30918,6624,94567,67703,96633,72339,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,0,0,31000,34000,0,919
6675,51485,56000,18227,7,0,30,8960,141.3,4636,outmatched,0,0,0,28,0,0,2,0,cooldown,12,6,4312,4204,455,3141,8,750,2500,30918,6624,96633,67703,96633,72339,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,0,0,31000,34000,0,885
6678,51455,56000,16161,7,1,31,12390,142.0,6702,wipe,0,0,0,28,0,0,3,0,-,13,7,4330,4222,465,1075,8,750,2500,32984,8690,96633,67703,98699,74405,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,1,0,31000,34000,20,886
6681,51425,56000,16158,7,2,31,12390,142.0,6702,critical,0,0,0,28,0,0,3,0,cooldown,14,8,4348,4240,478,1075,8,750,2500,32987,8690,96633,67703,98699,74405,reinforcements_3,reinforcements_3,nuke_2,nuke_2,1,0,0,0,0,0,1,0,31000,34000,50,855
6684,51395,56000,16158,7,2,32,12465,147.0,6720,critical,0,0,0,29,0,0,3,0,cooldown,14,8,4348,4240,478,1057,8,750,2500,32987,8708,96633,67703,98702,74423,reinforcements_3,reinforcements_3,nuke_2,nuke_2,1,0,0,0,0,0,1,0,31000,34000,76,857
6687,51365,56000,16155,7,3,26,5305,125.7,2516,critical,0,0,0,25,0,0,1,0,cooldown,15,9,4366,4258,465,1039,8,750,2500,32990,8726,96633,67703,98705,74441,reinforcements_3,reinforcements_3,nuke_2,nuke_2,2,0,0,0,0,0,1,0,31000,34000,83,1036
6690,51365,56000,16905,7,3,26,5305,125.7,2516,critical,0,0,0,25,0,0,1,0,cooldown,15,9,4366,4258,465,3539,8,750,2500,32990,8726,96633,71925,98705,74441,reinforcements_3,reinforcements_3,nuke_2,nuke_2,2,0,0,0,0,0,1,0,31000,34000,97,999
6693,51365,56000,16905,7,3,27,5380,130.7,2534,wait,0,0,0,26,0,0,1,0,cooldown,9,2,162,36,465,3521,8,750,2500,32990,8744,96633,71925,98705,74459,reinforcements_3,reinforcements_3,nuke_2,nuke_2,2,0,0,0,0,0,1,0,31000,34000,111,996
6696,51365,56000,16905,7,3,27,5380,130.7,2534,wait,0,0,0,26,0,0,1,0,cooldown,10,3,180,54,465,3521,8,750,2500,32990,8744,96633,71925,98705,74459,reinforcements_3,reinforcements_3,nuke_2,nuke_2,2,0,0,0,0,0,1,0,31000,34000,123,961
6699,51365,56000,16905,7,2,28,5455,135.7,2552,wait,0,0,0,27,0,0,1,0,cooldown,10,3,180,54,465,3503,8,750,2500,32990,8762,96636,71925,98705,74477,reinforcements_3,reinforcements_3,nuke_2,nuke_2,1,0,0,0,0,0,1,0,31000,34000,120,959
6702,51365,56000,16905,7,1,29,5530,140.7,2570,wait,0,0,0,28,0,0,1,0,cooldown,11,5,198,90,465,3485,8,750,2500,32990,8780,96636,71925,98705,74495,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,1,0,31000,34000,100,958
6705,51365,56000,16905,7,1,29,5530,140.7,2570,wait,0,0,0,28,0,0,1,0,cooldown,11,5,198,90,465,3485,8,750,2500,32990,8780,96639,71925,98705,74495,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,0,0,1,0,31000,34000,100,925
6708,51365,56000,15384,7,3,31,9035,146.3,4654,wipe,0,0,0,29,0,0,2,0,-,12,6,216,108,465,2027,8,750,2500,33071,8798,96639,71925,100852,76579,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,1,0,2,0,31000,34000,52,956
6711,51365,56000,15384,7,3,31,9035,146.3,4654,wait,0,0,0,29,0,0,2,0,cooldown,13,6,234,108,465,2027,8,750,2500,33071,8798,96639,71925,100852,76579,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,1,0,2,0,31000,34000,72,924
6714,51365,56000,15384,7,3,32,9110,151.3,4672,wait,0,0,0,30,0,0,2,0,cooldown,13,6,234,108,465,2009,8,750,2500,33071,8816,96639,71925,100852,76597,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,1,0,2,0,31000,34000,92,923
6717,51365,56000,15384,7,4,28,12165,127.0,6648,wait,0,0,0,25,0,0,3,0,cooldown,14,8,252,144,465,1991,8,750,2500,33071,8834,96639,71925,100852,76615,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,1,0,3,0,31000,34000,84,1111
6720,51365,56000,16134,7,4,27,12090,122.0,6630,wait,0,0,0,24,0,0,3,0,cooldown,14,8,252,144,465,4491,8,750,2500,33071,8834,96639,72051,102918,78681,reinforcements_3,reinforcements_3,nuke_2,nuke_2,0,0,0,0,1,0,3,0,31000,34000,101,1107
6723,51365,56000,16131,7,5,28,12165,127.0,6648,critical,0,0,0,25,0,0,3,0,cooldown,8,1,144,18,445,4473,8,750,2500,33074,8852,96639,72051,102921,78699,reinforcements_3,reinforcements_3,nuke_2,nuke_2,1,0,0,0,1,0,3,0,31000,34000,101,1099
6726,51365,56000,16128,7,6,28,12165,127.0,6648,critical,0,0,0,25,0,0,3,0,cooldown,9,2,162,36,445,4473,8,750,2500,33077,8852,96639,72051,102921,78699,reinforcements_3,reinforcements_3,nuke_2,nuke_2,2,0,0,0,1,0,3,0,31000,34000,101,1063
6729,51365,56000,16128,7,7,29,15595,127.6,8714,critical,0,0,0,25,0,0,4,0,cooldown,9,2,162,36,445,4455,8,750,2500,33077,8870,96639,72051,104990,80783,reinforcements_3,reinforcements_3,nuke_2,nuke_2,2,0,0,0,1,0,4,0,31000,34000,100,1113
6732,51365,56000,16125,7,8,30,15670,132.6,8732,critical,0,0,0,26,0,0,4,0,cooldown,8,2,144,36,377,4437,8,750,2500,33080,8888,96639,72069,104993,80801,reinforcements_3,reinforcements_3,nuke_2,nuke_2,3,0,0,0,1,0,4,0,31000,34000,104,1104
6735,51365,56000,16125,7,8,28,15520,122.6,8696,critical,0,0,0,24,0,0,4,0,cooldown,8,2,144,36,377,4437,8,750,2500,33080,8888,96639,72105,104993,80801,reinforcements_3,reinforcements_3,nuke_2,nuke_2,3,0,0,0,1,0,4,0,31000,34000,120,1130
6738,51365,56000,16122,7,10,30,19025,128.3,10780,critical,0,0,0,25,0,0,5,0,lost-scoring,7,2,126,36,432,4419,8,750,2500,33083,8906,96639,72105,107062,82885,reinforcements_3,reinforcements_3,nuke_2,nuke_2,4,0,0,0,1,0,5,0,31000,34000,114,1146
6741,51365,56000,16119,7,11,29,18950,123.3,10762,critical,0,0,0,24,0,0,5,0,lost-scoring,7,2,126,36,429,4419,8,750,2500,33086,8906,96639,72105,107062,82885,reinforcements_3,reinforcements_3,nuke_2,nuke_2,5,0,0,0,1,0,5,0,31000,34000,119,1141
6744,51365,56000,16119,7,11,30,19025,128.3,10780,critical,0,0,0,25,0,0,5,0,lost-scoring,7,2,126,36,429,4401,8,750,2500,33086,8924,96639,72123,107065,82903,reinforcements_3,reinforcements_3,nuke_2,nuke_2,5,0,0,0,1,0,5,0,31000,34000,130,1130
6747,51365,56000,16116,7,11,32,22530,134.0,12864,critical,0,0,0,26,0,0,6,0,lost-scoring,8,3,144,54,429,4383,8,750,2500,33089,8942,96642,72123,107068,82921,reinforcements_3,reinforcements_3,nuke_2,nuke_2,4,0,0,0,1,0,6,0,31000,34000,111,1145
6750,51365,56000,16866,7,11,32,22530,134.0,12864,critical,0,0,0,26,0,0,6,0,lost-scoring,8,3,144,54,429,6883,8,750,2500,33089,8942,96645,72123,109134,84987,reinforcements_3,reinforcements_3,nuke_2,nuke_2,4,0,0,0,1,0,6,0,31000,34000,125,1110
